License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
412335,02/07/2018 12:00:00 AM,AVN,7E8038A,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORP. AREAS,CLARK
417221,02/06/2018 12:00:00 AM,AVN,7G8037A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
417221,02/06/2018 12:00:00 AM,Written Warning,7G8037A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SNOHOMISH
416606,02/08/2018 12:00:00 AM,Written Warning,7Q8039A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,LINCOLN
412335,02/07/2018 12:00:00 AM,AVN,7E8038A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,CLARK
413314,02/02/2018 12:00:00 AM,Written Warning,3A8033A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,WHATCOM
410273,02/15/2018 12:00:00 AM,AVN,4D8046B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,BENTON
413719,12/29/2017 12:00:00 AM,AVN,7I7363A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORP. AREAS,WHATCOM
422139,02/01/2018 12:00:00 AM,Written Warning,3A8032A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
425584,02/15/2018 12:00:00 AM,AVN,4N8046A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,PULLMAN,WHITMAN
420908,02/02/2018 12:00:00 AM,Written Warning,3A8033C,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,WHATCOM
415064,02/02/2018 12:00:00 AM,Written Warning,3A8033B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BLAINE,WHATCOM
416170,02/16/2018 12:00:00 AM,AVN,7I8047A,314.55.035,(MJ) True party of interest violation.,SEDRO WOOLLEY,SKAGIT
425584,02/15/2018 12:00:00 AM,AVN,4N8046A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems.,PULLMAN,WHITMAN
422460,03/01/2018 12:00:00 AM,AVN,1W8060A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,CLALLAM
414160,03/02/2018 12:00:00 AM,AVN,2C8061A,69.50.357,(MJ) Retail outlet selling unauthorized products.,SEATTLE,KING
422168,03/26/2018 12:00:00 AM,Written Warning,3E8086A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,GOLD BAR,SNOHOMISH
415509,03/26/2018 12:00:00 AM,Written Warning,3E8086B,314.55.050,(MJ) Refusal to allow an inspection and/or obstructing a law enforcement officer from performing their official duties.,GOLD BAR,SNOHOMISH
414500,03/09/2018 12:00:00 AM,AVN,3H8068A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
412991,03/03/2018 12:00:00 AM,AVN,7J8062A,314.55.050,(MJ) Misrepresentation of fact.,AUBURN,KING
421326,03/15/2018 12:00:00 AM,AVN,1L8074A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,CLARK
413737,03/27/2018 12:00:00 AM,AVN,3G8086A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SNOHOMISH
416729,03/13/2018 12:00:00 AM,AVN,7D8072A,314.55.097,(MJ) Failure for a processor to meet marijuana waste disposal requirements.,TACOMA,PIERCE
415222,03/09/2018 12:00:00 AM,AVN,3H8068B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
412402,03/08/2018 12:00:00 AM,Written Warning,7Q8067A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
416106,03/26/2018 12:00:00 AM,Written Warning,7P8085A,314.55.077,(MJ) Unauthorized product/unapproved storage or delivery. (producer),UNINCORP. AREAS,KITTITAS
424257,03/21/2018 12:00:00 AM,Written Warning,1R8080A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,PIERCE
412235,03/05/2018 12:00:00 AM,Written Warning,2J8064A,314.55.085,(MJ) Violation of transportation requirements. (producer),AIRWAY HEIGHTS,SPOKANE
416289,03/07/2018 12:00:00 AM,AVN,7G8066A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),EVERETT,SNOHOMISH
413846,03/09/2018 12:00:00 AM,AVN,1K8068A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,LONGVIEW,COWLITZ
415694,03/27/2018 12:00:00 AM,AVN,8B8086A,314.55.035,(MJ) True party of interest violation.,UNINCORPORATED AREAS,SPOKANE
424190,03/18/2018 12:00:00 AM,AVN,1J8077A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,PACIFIC
415881,03/21/2018 12:00:00 AM,AVN,7N8080A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORP. AREAS,STEVENS
416538,03/26/2018 12:00:00 AM,Written Warning,7Q8085A,314.55.082,(MJ) Failure to maintain required insurance.,UNINCORP. AREAS,STEVENS
414500,03/09/2018 12:00:00 AM,AVN,3H8068A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
424747,03/31/2018 12:00:00 AM,Written Warning,2Q8090A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",RENTON,KING
413737,03/30/2018 12:00:00 AM,AVN,3G8089B,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SNOHOMISH
414761,03/19/2018 12:00:00 AM,Written Warning,1L8086A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,VANCOUVER,CLARK
422460,03/01/2018 12:00:00 AM,AVN,1W8060A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,CLALLAM
416289,03/07/2018 12:00:00 AM,Written Warning,7G8066A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),EVERETT,SNOHOMISH
414889,03/15/2018 12:00:00 AM,Written Warning,1O8074A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
416729,03/13/2018 12:00:00 AM,AVN,7D8072A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
413702,03/16/2018 12:00:00 AM,AVN,3B8075A,69.50.401,(MJ) Sale or service to minor,BELLINGHAM,WHATCOM
415222,03/09/2018 12:00:00 AM,AVN,3H8068B,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
413631,03/01/2018 12:00:00 AM,Written Warning,3B8060A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
414755,03/22/2018 12:00:00 AM,Written Warning,4I8081A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",WENATCHEE,CHELAN
412991,03/03/2018 12:00:00 AM,AVN,7J8062A,314.55.035,(MJ) True party of interest violation.,AUBURN,KING
423390,03/20/2018 12:00:00 AM,Written Warning,1R8079A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,PIERCE
414841,01/16/2018 12:00:00 AM,AVN,2N8016A,314.55.096,(MJ) Unauthorized product/unapproved storage or delivery. (producer),RENTON,KING
413314,03/09/2018 12:00:00 AM,AVN,3A8068C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
424190,03/18/2018 12:00:00 AM,AVN,1J8077A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,PACIFIC
412032,03/13/2018 12:00:00 AM,AVN,7N8072A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,PEND OREILLE
414761,03/19/2018 12:00:00 AM,Written Warning,1L8086A,314.55.050,(MJ) Failure to submit monthly tax reports and/or payments.,VANCOUVER,CLARK
416039,03/20/2018 12:00:00 AM,Written Warning,7E8079A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),VANCOUVER,CLARK
413737,03/27/2018 12:00:00 AM,AVN,3G8086A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
413258,03/09/2018 12:00:00 AM,Written Warning,1S8068A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,PIERCE
415449,03/14/2018 12:00:00 AM,AVN,3E8073A,314.55.085,(MJ) Violation of transportation requirements. (producer),LACEY,THURSTON
413702,03/16/2018 12:00:00 AM,AVN,3B8075A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BELLINGHAM,WHATCOM
414491,03/28/2018 12:00:00 AM,AVN,2Q8087A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",COVINGTON,KING
414060,04/10/2018 12:00:00 AM,AVN,3C8100B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,MOUNT VERNON,SKAGIT
423784,04/04/2018 12:00:00 AM,AVN,2C8094A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SHORELINE,KING
422218,04/25/2018 12:00:00 AM,Written Warning,3M8115A,314.55.155,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",KIRKLAND,KING
413632,04/20/2018 12:00:00 AM,AVN,1V8110C,314.55.096,(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,KITSAP
416289,04/23/2018 12:00:00 AM,Written Warning,7G8113A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),EVERETT,SNOHOMISH
415831,04/16/2018 12:00:00 AM,Written Warning,7M8106A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
416141,05/15/2018 12:00:00 AM,Written Warning,7M8135B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
420895,05/02/2018 12:00:00 AM,Written Warning,2K8122C,314.55.082,(MJ) Failure to maintain required insurance.,UNINCORPORATED AREAS,KING
422049,04/10/2018 12:00:00 AM,AVN,3C8100A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEDRO WOOLLEY,SKAGIT
414898,04/10/2018 12:00:00 AM,Written Warning,7Q8100A,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,UNINCORP. AREAS,WHITMAN
417150,05/14/2018 12:00:00 AM,AVN,7D8135A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),TACOMA,PIERCE
416150,05/15/2018 12:00:00 AM,AVN,7M8135C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
415216,04/16/2018 12:00:00 AM,AVN,3E8106A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,GRANITE FALLS,SNOHOMISH
414958,05/21/2018 12:00:00 AM,Written Warning,4I8141A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,ELLENSBURG,KITTITAS
414286,04/26/2018 12:00:00 AM,AVN,7E8109A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),VANCOUVER,CLARK
422930,04/09/2018 12:00:00 AM,AVN,3B8099A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,WHATCOM
424327,04/17/2018 12:00:00 AM,AVN,7G8107A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LAKE STEVENS,SNOHOMISH
412720,05/09/2018 12:00:00 AM,AVN,7G8129A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SNOHOMISH
416902,04/04/2018 12:00:00 AM,AVN,8B8094A,314.55.035,(MJ) True party of interest violation.,UNINCORP. AREAS,STEVENS
416606,04/11/2018 12:00:00 AM,AVN,7Q8101A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,LINCOLN
412078,05/14/2018 12:00:00 AM,Written Warning,7O8134A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),PRESCOTT,WALLA WALLA
416144,05/15/2018 12:00:00 AM,Written Warning,7M8135A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
424327,04/11/2018 12:00:00 AM,AVN,7G8101A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LAKE STEVENS,SNOHOMISH
414286,04/26/2018 12:00:00 AM,AVN,7E8109A,314.55.104,(MJ) Marijuana processor extraction requirements.,VANCOUVER,CLARK
420819,04/16/2018 12:00:00 AM,AVN,2C8106B,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
416141,05/15/2018 12:00:00 AM,AVN,7M8135B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
415694,04/11/2018 12:00:00 AM,Written Warning,7Q8101B,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,SPOKANE
413095,04/17/2018 12:00:00 AM,Written Warning,7G8107B,314.55.050,(MJ) Misrepresentation of fact.,LAKE STEVENS,SNOHOMISH
412242,05/29/2018 12:00:00 AM,AVN,7Q8149A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,SPOKANE
416144,05/15/2018 12:00:00 AM,AVN,7M8135A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
413086,04/19/2018 12:00:00 AM,Written Warning,7O8109A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,ADAMS
415094,04/30/2018 12:00:00 AM,Written Warning,3B8120A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
417384,09/07/2017 12:00:00 AM,Written Warning,7I7250B,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,ISLAND
416150,05/15/2018 12:00:00 AM,Written Warning,7M8135C,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
416103,02/27/2018 12:00:00 AM,Written Warning,7J8058A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,JEFFERSON
412515,05/23/2018 12:00:00 AM,AVN,7O8152A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORPORATED AREAS,GRAYS HARBOR
413858,05/14/2018 12:00:00 AM,AVN,8B8134A,314.55.035,(MJ) True party of interest violation.,UNINCORPORATED AREAS,SPOKANE
423000,04/25/2018 12:00:00 AM,Written Warning,3M8115B,314.55.155,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",BELLEVUE,KING
413534,04/23/2018 12:00:00 AM,Written Warning,3C8113B,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",ANACORTES,SKAGIT
415665,05/16/2018 12:00:00 AM,AVN,7H8136A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
415732,04/19/2018 12:00:00 AM,AVN,7I8109A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEDRO WOOLLEY,SKAGIT
416141,05/15/2018 12:00:00 AM,Written Warning,7M8135B,314.55.075(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
424327,04/17/2018 12:00:00 AM,AVN,7G8107A,314.55.050,(MJ) Misrepresentation of fact.,LAKE STEVENS,SNOHOMISH
416278,05/14/2018 12:00:00 AM,AVN,7D8134D,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),TACOMA,PIERCE
422168,04/03/2018 12:00:00 AM,AVN,3E8093A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",GOLD BAR,SNOHOMISH
414889,04/25/2018 12:00:00 AM,AVN,1R8115A,314.55.079,(MJ) Sale or service to minor,TACOMA,PIERCE
415853,03/05/2018 12:00:00 AM,AVN,7B8064A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,KING
426443,04/16/2018 12:00:00 AM,Written Warning,4L8106A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,DAVENPORT,LINCOLN
410332,04/18/2018 12:00:00 AM,AVN,2D8108A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,SEATTLE,KING
416102,05/11/2018 12:00:00 AM,AVN,3G8131A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
416606,04/11/2018 12:00:00 AM,Written Warning,7Q8101A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,LINCOLN
422978,05/29/2018 12:00:00 AM,Written Warning,3C8149A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNT VERNON,SKAGIT
413727,05/21/2018 12:00:00 AM,Written Warning,3D8141A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,ISLAND
412625,05/29/2018 12:00:00 AM,AVN,7M8149A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
414539,04/14/2018 12:00:00 AM,AVN,3A8104A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
412720,05/09/2018 12:00:00 AM,AVN,7G8129A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
416278,05/14/2018 12:00:00 AM,Written Warning,7D8134D,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
417150,04/24/2018 12:00:00 AM,AVN,7J8113A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",TACOMA,PIERCE
416144,05/15/2018 12:00:00 AM,Written Warning,7M8135A,314.55.075(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
084130,04/02/2018 12:00:00 AM,AVN,3H8092A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
404933,05/24/2018 12:00:00 AM,Written Warning,1W8144C,314.55.086,(MJ) Signs: Failure to post required signs.,PORT TOWNSEND,JEFFERSON
414889,04/25/2018 12:00:00 AM,AVN,1R8115A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,TACOMA,PIERCE
422785,04/26/2018 12:00:00 AM,Written Warning,1H8116A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORP. AREAS,SKAMANIA
415064,04/14/2018 12:00:00 AM,AVN,3A8104C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BLAINE,WHATCOM
413632,04/20/2018 12:00:00 AM,AVN,1V8110C,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,KITSAP
415406,04/16/2018 12:00:00 AM,AVN,3E8106B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
417384,09/07/2017 12:00:00 AM,Written Warning,7I7250B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,ISLAND
414750,05/03/2018 12:00:00 AM,AVN,2R8123A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,KING
415921,05/18/2018 12:00:00 AM,AVN,7P8138A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,CHELAN
412727,05/10/2018 12:00:00 AM,AVN,7M8130A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
415216,05/03/2018 12:00:00 AM,AVN,3E8123A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",GRANITE FALLS,SNOHOMISH
