Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
FLOYDS                                       ,422049,6.04E+15,410 W STATE ST                ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982841557,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170301,3606207114,0,0
THE SLOW BURN                                ,413773,6.03E+15,4101 MAIN STREET              ,                         ,UNION GAP               ,WA,YAKIMA,989032042,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170616,5098234792,0,0
LOVELY BUDS                                  ,422278,6.04E+15,4107 E SPRAGUE AVE            ,                         ,SPOKANE                 ,WA,SPOKANE,992024850,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170420,2082904347,0,0
WASHINGTON RETAIL PARTNERS LLC               ,422602,6.04E+15,4111 W CLEARWATER AVE STE A   ,                         ,KENNEWICK               ,WA,BENTON,993360000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170717,2067697115,0,0
JACOB JAMES SATTLEEN                         ,413302,6.02E+15,412 N RIVER RD                ,                         ,USK                     ,WA,PEND OREILLE,991800000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161019,5094471032,0,0
THE GREEN SEED                               ,86054,6.03E+15,412 S INTERLAKE RD            ,                         ,MOSES LAKE              ,WA,GRANT,988372908,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170609,5098552271,0,0
GREEN2GO PASCO                               ,422782,6.04E+15,415 N COMMERCIAL AVE          ,                         ,PASCO                   ,WA,FRANKLIN,99301,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,5095917100,0,0
ONE STOP POT SHOP                            ,422521,6.01E+15,416 E 1ST ST                  ,                         ,PORT ANGELES            ,WA,CLALLAM,983623112,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160318,3607750745,0,0
EMERALD PUFF                                 ,422880,6.03E+15,416 E 1ST ST   STE B          ,                         ,PORT ANGELES            ,WA,CLALLAM,983623112,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2066511544,0,0
GREEN CONNECTION NORTHWEST                   ,414450,6.03E+15,417 NW 65TH ST                ,                         ,SEATTLE                 ,WA,KING,981175027,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161212,2066175646,0,0
LAST STOP POT SHOP                           ,415509,6.03E+15,"41711 STATE ROUTE 2, #1       ",                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,3602178951,0,0
A BUD & LEAF                                 ,413821,6.03E+15,421 LILLY RD SE               ,                         ,OLYMPIA                 ,WA,THURSTON,985012108,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170117,3608706000,0,0
SWEET RELEAF LLC                             ,422773,6.04E+15,4212 W CLEARWATER AVE         ,                         ,KENNEWICK               ,WA,BENTON,993362626,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2069621025,0,0
PURPLE HAZE                                  ,414680,6.03E+15,4218 RUCKER AVE               ,                         ,EVERETT                 ,WA,SNOHOMISH,982032214,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170512,4252583054,0,0
420 CARPENTER                                ,415083,6.03E+15,422 CARPENTER RD STE 105      ,                         ,LACEY                   ,WA,THURSTON,985037906,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170124,3604026368,0,0
GREEN LEAF                                   ,413886,6.03E+15,4220 MERIDIAN ST STE 102      ,                         ,BELLINGHAM              ,WA,WHATCOM,982269153,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161229,3605262198,0,0
GREENX3                                      ,414277,6.03E+15,4235 OLYMPIC DR W             ,                         ,BREMERTON               ,WA,KITSAP,983120000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170531,2538964100,0,0
EVERGREEN MARKET - IKEA DISTRICT             ,424747,6.04E+15,4242 E VALLEY RD              ,                         ,RENTON                  ,WA,KING,980574903,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170512,4253188898,0,0
2020 SOLUTIONS                               ,422139,6.03E+15,4264 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269042,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170417,2063999999,0,0
THE SLOW BURN                                ,414996,6.03E+15,4278C W VAN GIESEN ST         ,                         ,WEST RICHLAND           ,WA,BENTON,993535066,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170601,5093140968,0,0
HARBOR CANNABIS                              ,422776,6.04E+15,428 10TH ST                   ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985503804,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,5099619899,0,0
THE BLACK MARKET                             ,353993,6.03E+15,428 10TH ST                   ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170109,2533816311,0,0
HIGH 502                                     ,421726,6.03E+15,429 STATE HIGHWAY 506         ,                         ,TOLEDO                  ,WA,LEWIS,985910000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161108,2532731260,0,0
GREEN TOKEN CANNABIS                         ,421759,6.04E+15,430 CARPENTER RD SE           ,                         ,LACEY                   ,WA,THURSTON,985037930,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161202,2532287644,0,0
BUDDY'S                                      ,413893,6.03E+15,430 SUNSET BLVD NE STE A      ,                         ,RENTON                  ,WA,KING,980575512,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161228,4254080395,0,0
BEST BUDZ                                    ,413964,6.02E+15,4308 103RD PL NE              ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982718634,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,4252689816,0,0
STATION 420                                  ,414250,6.03E+15,4315 MAIN ST STE A            ,                         ,UNION GAP               ,WA,YAKIMA,989032115,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170420,5098335800,0,0
MR GREEN JEANS                               ,414973,6.04E+15,4316 NE 399TH ST              ,                         ,LA CENTER               ,WA,CLARK,986294627,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170315,3609034055,0,0
THE JOINT                                    ,415234,6.03E+15,4336 ROOSEVELT WAY NE STE C   ,                         ,SEATTLE                 ,WA,KING,981054764,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,2062854005,0,0
DABNABBITS                                   ,420764,6.03E+15,44 ROCK ISLAND RD             ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988025382,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160304,5098607111,0,0
SAVAGE THC                                   ,412066,6.03E+15,4428 WILLIAMS VALLEY RD STE A ,                         ,CLAYTON                 ,WA,STEVENS,991109745,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170304,5099992989,0,0
POT STOP                                     ,420819,6.03E+15,4465 FREMONT AVE N            ,                         ,SEATTLE                 ,WA,KING,981037225,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170104,2064469291,0,0
THE HERBAL CENTER                            ,415484,6.03E+15,449 WICHMAN ST S STE A        ,                         ,TENINO                  ,WA,THURSTON,985899376,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160909,3608274217,0,0
WESTSIDE420 RECREATIONAL                     ,412466,6.03E+15,4503 OCEAN BEACH HWY STE 103  ,                         ,LONGVIEW                ,WA,COWLITZ,986325055,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170727,3604235261,0,0
SWEET MARY JANE'S                            ,412467,6.02E+15,4525 5TH AVE NE               ,                         ,SEATTLE                 ,WA,KING,981054816,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131120,2069620346,0,0
HERBAL HEALING                               ,420390,6.03E+15,46 HOPE LN                    ,                         ,EASTSOUND               ,WA,SAN JUAN,98245,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160315,3608133644,0,0
EPHEMERAL TOAST                              ,424463,6.04E+15,4601 LEARY WAY NW             ,                         ,SEATTLE                 ,WA,KING,981074544,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170309,2066186094,0,0
CANNABIS SUPER STORE LLC                     ,422745,6.04E+15,4710 EAGLE HARBOR DR. UNIT A  ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981102188,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,4255030962,0,0
TOP SHELF CANNABIS                           ,417469,6.03E+15,4712 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161018,3603194102,0,0
NATURALLY GREEN CARE CENTER                  ,357353,6.03E+15,476 STATE ROUTE 505           ,                         ,WINLOCK                 ,WA,LEWIS,985969750,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160914,2532731260,0,0
EMERALD CITY CRONICS                         ,420908,6.04E+15,4770 PACIFIC HWY STE A        ,                         ,BELLINGHAM              ,WA,WHATCOM,98226,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161005,2067908124,0,0
ORIGINS CANNABIS                             ,423402,6.04E+15,4800 40TH AVE SW STE B        ,STE B                    ,SEATTLE                 ,WA,KING,981164506,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161103,2065511309,0,0
THE HERBAL GARDENS                           ,423634,6.03E+15,4803 CENTER STREET STE A      ,                         ,TACOMA                  ,WA,PIERCE,984092319,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160830,2532725265,0,0
ALWAYS GREEN LLC                             ,422058,6.04E+15,4812 PACIFIC AVE SE STE A     ,                         ,LACEY                   ,WA,THURSTON,985031218,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160308,3608904918,0,0
BEAUTIFUL GREEN LLC                          ,422805,6.04E+15,4812 PACIFIC AVE SE STE B     ,                         ,LACEY                   ,WA,THURSTON,985031218,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3608904918,0,0
LUCID                                        ,414963,6.03E+15,4820 YELM HWY SE SUITE D      ,                         ,LACEY                   ,WA,THURSTON,985033402,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161128,5304010839,0,0
THE CANNABIS CORNER                          ,413897,6.03E+15,484 EVERGREEN DR              ,                         ,NORTH BONNEVILLE        ,WA,SKAMANIA,986394619,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170207,9715701621,0,0
GREENWAY MARIJUANA                           ,413541,6.03E+15,4851 GEIGER RD SE             ,                         ,PORT ORCHARD            ,WA,KITSAP,983669350,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161026,3604436988,0,0
LEGAL MARIJUANA SUPERSTORE 2                 ,420509,6.04E+15,487 SR 409                    ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160315,3603401009,0,0
LUX POT SHOP                                 ,414532,6.03E+15,4912 17TH AVE NW STE A        ,                         ,SEATTLE                 ,WA,KING,981074726,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170615,2062459919,0,0
NIRVANA CANNABIS COMPANY                     ,424951,6.03E+15,4950 ARENA RD                 ,                         ,RICHLAND                ,WA,BENTON,993527857,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170519,5098082391,0,0
FILLABONG                                    ,415210,6.04E+15,4978 SE MILE HILL DR          ,                         ,PORT ORCHARD            ,WA,KITSAP,983662102,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170406,3604432293,0,0
URBAN GARDEN SPECIALTY                       ,422604,6.03E+15,50 LEES PLACE SUITE A         ,                         ,CHELAN                  ,WA,CHELAN,988169775,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160322,5098884406,0,0
THE HAPPY CROP SHOPPE                        ,413481,6.03E+15,50 ROCK ISLAND RD             ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988025352,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161019,5098881597,0,0
UNCLE IKE'S                                  ,421141,6.04E+15,501 15TH AVE E                ,                         ,SEATTLE                 ,WA,KING,981120000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170707,2063915510,0,0
GOING GREEN                                  ,415185,6.03E+15,503 W PROSPECT AVE            ,                         ,MOXEE                   ,WA,YAKIMA,989369810,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,5099610810,0,0
MOLECULE                                     ,72413,6.04E+15,51 MORGAN ST UNIT A           ,                         ,DAVENPORT               ,WA,LINCOLN,991229553,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170325,5098084808,0,0
"NATURAL GREEN, INC.                          ",421687,6.04E+15,51 MORGAN ST UNIT B           ,                         ,DAVENPORT               ,WA,LINCOLN,991220000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170308,2062269725,0,0
KNN MANAGEMENT LLC                           ,415008,6.03E+15,5100 PACIFIC HWY              ,                         ,FERNDALE                ,WA,WHATCOM,982488927,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131231,2539518530,0,0
PRC                                          ,421084,6.03E+15,5200 172ND ST NE F-101        ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234703,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170616,4253432272,0,0
A GREENER TODAY MARIJUANA                    ,414441,6.03E+15,5209 MARTIN LUTHER KING JR.   ,WAY S                    ,SEATTLE                 ,WA,KING,981186131,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161230,4257736037,0,0
WEST CHOICE                                  ,413987,6.03E+15,5209 POINT FOSDICK DR NW #202 ,                         ,GIG HARBOR              ,WA,PIERCE,983350000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160222,2532250200,0,0
